,DOCTYPE,DOCNUM,ITEMNUM,COUNTRY,GRCNAME1,MATERIAL,MTEXT,BRANCH,QUANTITY,SPRICE,GRANDTOTAL,CURRENCY,DUE_DATE,DELIVERED_DATE,DELIVERED_QTY,LATENCY_SHARE,GROUP,Period,GRANDTOTAL_NEW
132760,SD,21080358,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0419-00,ÇEK VALF,Non-A,900,4462.0,4015.8,USD,2021-08-20,2021-08-20,900,0.0,CHKVLF,2021-08,3440.8362608174107
132761,SD,21080362,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,550,3235.0,1779.25,USD,2021-07-30,2021-08-25,550,26.0,CHKVLF,2021-07,1496.299722479186
132816,SD,21080374,30,UK,IFS Global Logistics Ltd,036-1302-00,ÇEK VALF,Non-A,50,2483.0,124.15,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,124.15
132817,SD,21080374,40,UK,IFS Global Logistics Ltd,036-1302-00,ÇEK VALF,Non-A,50,2483.0,124.15,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,124.15
132818,SD,21080374,50,UK,IFS Global Logistics Ltd,036-1302-00,ÇEK VALF,Non-A,50,2483.0,124.15,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,124.15
132819,SD,21080374,60,UK,IFS Global Logistics Ltd,036-1302-00,ÇEK VALF,Non-A,50,2483.0,124.15,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,124.15
132821,SD,21080374,80,UK,IFS Global Logistics Ltd,510-0419-00,ÇEK VALF,Non-A,200,3063.0,612.6,EUR,2021-09-24,2021-09-24,200,0.0,CHKVLF,2021-09,612.6
132860,SD,21080444,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132861,SD,21080444,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132862,SD,21080444,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132863,SD,21080444,50,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132864,SD,21080444,60,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132865,SD,21080444,70,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132866,SD,21080444,80,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132867,SD,21080444,90,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132868,SD,21080444,100,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132869,SD,21080444,110,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-08-13,2021-08-20,30,7.0,CHKVLF,2021-08,73.5
132892,SD,21080447,170,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-08-27,2021-08-27,30,0.0,CHKVLF,2021-08,75.0
132894,SD,21080447,190,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-08-27,2021-09-24,30,28.0,CHKVLF,2021-08,67.5
132902,SD,21080448,50,CZ,RIECK PROJEKT KONTRAKT,510-0142-00,CEK.VALF,Non-A,180,1700.0,306.0,EUR,2021-08-20,2021-08-20,180,0.0,CHKVLF,2021-08,306.0
132934,SD,21080451,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-03,2021-09-03,30,0.0,CHKVLF,2021-09,76.5
132935,SD,21080451,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-03,2021-09-03,30,0.0,CHKVLF,2021-09,76.5
132936,SD,21080451,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-03,2021-09-17,30,14.0,CHKVLF,2021-09,76.5
132937,SD,21080451,50,CZ,RIECK PROJEKT KONTRAKT,510-0003-01,CEK.VALF,Non-A,30,2750.0,82.5,EUR,2021-09-03,2021-10-22,30,49.0,CHKVLF,2021-09,82.5
132949,SD,21080451,190,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-09-03,2021-09-03,30,0.0,CHKVLF,2021-09,75.0
132950,SD,21080451,200,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-09-03,2021-09-03,30,0.0,CHKVLF,2021-09,75.0
132954,SD,21080451,240,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-09-03,2021-09-24,30,21.0,CHKVLF,2021-09,67.5
132955,SD,21080451,250,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-09-03,2021-09-24,30,21.0,CHKVLF,2021-09,67.5
132964,SD,21080453,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-10,2021-09-17,30,7.0,CHKVLF,2021-09,76.5
132965,SD,21080453,50,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-10,2021-09-24,30,14.0,CHKVLF,2021-09,76.5
132966,SD,21080453,60,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-10,2021-09-24,30,14.0,CHKVLF,2021-09,76.5
132967,SD,21080453,70,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-10,2021-09-24,30,14.0,CHKVLF,2021-09,76.5
132968,SD,21080453,80,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-10,2021-09-24,30,14.0,CHKVLF,2021-09,76.5
132969,SD,21080453,90,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-09-10,2021-09-24,30,14.0,CHKVLF,2021-09,76.5
132971,SD,21080453,110,CZ,RIECK PROJEKT KONTRAKT,510-0142-00,CEK.VALF,Non-A,180,1700.0,306.0,EUR,2021-09-10,2021-09-10,180,0.0,CHKVLF,2021-09,306.0
132972,SD,21080453,120,CZ,RIECK PROJEKT KONTRAKT,510-0142-00,CEK.VALF,Non-A,180,1700.0,306.0,EUR,2021-09-10,2021-09-10,180,0.0,CHKVLF,2021-09,306.0
132974,SD,21080453,140,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-10,2021-09-10,30,0.0,CHKVLF,2021-09,73.5
132975,SD,21080453,150,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-10,2021-09-10,30,0.0,CHKVLF,2021-09,73.5
132985,SD,21080454,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-17,2021-09-17,30,0.0,CHKVLF,2021-09,73.5
132995,SD,21080454,180,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-09-17,2021-09-17,30,0.0,CHKVLF,2021-09,75.0
132996,SD,21080454,190,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-09-17,2021-09-24,30,7.0,CHKVLF,2021-09,75.0
132997,SD,21080454,200,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-09-17,2021-09-24,30,7.0,CHKVLF,2021-09,67.5
132998,SD,21080454,210,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-09-17,2021-09-24,30,7.0,CHKVLF,2021-09,67.5
132999,SD,21080454,220,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-09-17,2021-09-24,30,7.0,CHKVLF,2021-09,67.5
133000,SD,21080454,230,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-09-17,2021-09-24,30,7.0,CHKVLF,2021-09,67.5
133068,SD,21080474,10,BE,EMERSON CLIMATE TEC. - BELGIUM,534-0061-00,KOMPRESOR AKSAMI,Non-A,100,15000.0,1500.0,EUR,2021-08-20,2021-08-20,100,0.0,CHKVLF,2021-08,1500.0
133083,SD,21080479,100,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,CEK.VALF,Non-A,900,3007.0,2706.3,USD,2021-08-20,2021-08-20,900,0.0,CHKVLF,2021-08,2318.8244366378203
133136,SD,21080494,20,USA,Emerson Commercial Residential Solution,510-0817-00,CEK.VALF,Non-A,3200,3249.0,10396.8,USD,2021-08-25,2021-08-25,1400,0.0,CHKVLF,2021-08,8858.895705521472
133137,SD,21080494,20,USA,Emerson Commercial Residential Solution,510-0817-00,CEK.VALF,Non-A,3200,3249.0,10396.8,USD,2021-08-25,2021-08-25,1800,0.0,CHKVLF,2021-08,8858.895705521472
133296,SD,21080506,110,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-01,40,14.0,CHKVLF,2021-09,151.48
133297,SD,21080506,120,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-01,40,14.0,CHKVLF,2021-09,151.48
133298,SD,21080506,130,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-15,40,28.0,CHKVLF,2021-09,151.48
133299,SD,21080506,140,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-15,40,28.0,CHKVLF,2021-09,151.48
133300,SD,21080506,150,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-15,40,28.0,CHKVLF,2021-09,151.48
133301,SD,21080506,160,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-15,40,28.0,CHKVLF,2021-09,151.48
133302,SD,21080506,170,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-09-17,2021-10-15,40,28.0,CHKVLF,2021-09,151.48
133303,SD,21080506,180,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0879-00,ÇELİK RONDELA,Non-A,50,2530.0,126.5,EUR,2021-09-17,2021-09-15,50,-2.0,CHKVLF,2021-09,126.5
133304,SD,21080506,190,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0879-00,ÇELİK RONDELA,Non-A,50,2530.0,126.5,EUR,2021-09-17,2021-09-15,50,-2.0,CHKVLF,2021-09,126.5
133305,SD,21080506,200,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0879-00,ÇELİK RONDELA,Non-A,50,2530.0,126.5,EUR,2021-09-17,2021-09-15,50,-2.0,CHKVLF,2021-09,126.5
133306,SD,21080506,210,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0879-00,ÇELİK RONDELA,Non-A,50,2530.0,126.5,EUR,2021-09-17,2021-09-15,50,-2.0,CHKVLF,2021-09,126.5
133307,SD,21080506,220,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0879-00,ÇELİK RONDELA,Non-A,50,2530.0,126.5,EUR,2021-09-17,2021-09-15,50,-2.0,CHKVLF,2021-09,126.5
133321,SD,21080508,130,UK,IFS Global Logistics Ltd,510-0419-00,ÇEK VALF,Non-A,200,3063.0,612.6,EUR,2021-09-24,2021-09-24,200,0.0,CHKVLF,2021-09,612.6
133322,SD,21080508,140,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-09-24,2021-09-24,300,0.0,CHKVLF,2021-09,191.4
133323,SD,21080508,150,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-09-24,2021-09-24,300,0.0,CHKVLF,2021-09,191.4
133324,SD,21080508,160,UK,IFS Global Logistics Ltd,510-0643-00,ÇEK VALF,Non-A,200,2046.0,409.2,EUR,2021-09-24,2021-11-05,200,42.0,CHKVLF,2021-09,409.2
133325,SD,21080508,170,UK,IFS Global Logistics Ltd,510-0643-00,ÇEK VALF,Non-A,200,2046.0,409.2,EUR,2021-09-24,2021-11-05,200,42.0,CHKVLF,2021-09,409.2
133326,SD,21080508,190,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,191.5
133327,SD,21080508,200,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,191.5
133328,SD,21080508,210,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,191.5
133329,SD,21080508,220,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,100.9
133330,SD,21080508,230,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,100.9
133331,SD,21080508,240,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133332,SD,21080508,250,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133333,SD,21080508,260,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133334,SD,21080508,270,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133335,SD,21080508,280,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133336,SD,21080508,290,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133337,SD,21080508,300,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133338,SD,21080508,310,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133339,SD,21080508,320,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,73.3
133340,SD,21080509,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-17,2021-09-17,30,0.0,CHKVLF,2021-09,73.5
133341,SD,21080510,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-24,2021-09-24,30,0.0,CHKVLF,2021-09,73.5
133343,SD,21080510,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-09-24,2021-09-24,30,0.0,CHKVLF,2021-09,75.0
133345,SD,21080513,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,350,3235.0,1132.25,USD,2021-10-18,2021-10-18,150,0.0,CHKVLF,2021-10,975.7411237504309
133346,SD,21080513,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,350,3235.0,1132.25,USD,2021-10-18,2021-10-18,200,0.0,CHKVLF,2021-10,975.7411237504309
133347,SD,21080513,40,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,50,3235.0,161.75,USD,2021-10-18,2021-10-18,50,0.0,CHKVLF,2021-10,139.39158910720442
133349,SD,21080514,40,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0723-00,ÇEK VALF,Non-A,100,5283.0,528.3,USD,2021-09-08,2021-09-15,100,7.0,CHKVLF,2021-09,446.68977762746255
133351,SD,21080516,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0643-00,ÇEK VALF,Non-A,350,3331.0,1165.85,USD,2021-08-27,2021-08-27,150,0.0,CHKVLF,2021-08,991.2847546977297
133352,SD,21080516,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0643-00,ÇEK VALF,Non-A,350,3331.0,1165.85,USD,2021-08-27,2021-08-27,200,0.0,CHKVLF,2021-08,991.2847546977297
133415,SD,21080533,30,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0723-00,ÇEK VALF,Non-A,200,5283.0,1056.6,USD,2021-10-08,2021-10-22,200,14.0,CHKVLF,2021-10,913.3027919439882
133416,SD,21080533,40,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0717-00,KOMPRESOR AKSAMI,Non-A,1000,5043.0,5043.0,USD,2021-10-08,2021-10-15,1000,7.0,CHKVLF,2021-10,4359.063013224998
133417,SD,21080533,50,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0644-00,ÇEK VALF,Non-A,500,3235.0,1617.5,USD,2021-10-08,2021-10-15,500,7.0,CHKVLF,2021-10,1398.1329414815455
133418,SD,21080533,60,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0643-00,ÇEK VALF,Non-A,1000,3331.0,3331.0,USD,2021-10-08,2021-10-08,600,0.0,CHKVLF,2021-10,2879.2462615610684
133419,SD,21080533,60,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0643-00,ÇEK VALF,Non-A,1000,3331.0,3331.0,USD,2021-10-08,2021-10-15,400,2.8000000000000003,CHKVLF,2021-10,2879.2462615610684
133420,SD,21080533,70,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0413-00,ÇEK VALF,Non-A,500,3830.0,1915.0,USD,2021-10-08,2021-10-19,500,11.0,CHKVLF,2021-10,1655.2856772409025
133427,SD,21080533,130,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,CEK.VALF,Non-A,950,3007.0,2856.65,USD,2021-10-08,2021-10-06,350,-0.7368421052631579,CHKVLF,2021-10,2469.2281096032502
133428,SD,21080533,130,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,CEK.VALF,Non-A,950,3007.0,2856.65,USD,2021-10-08,2021-10-15,600,4.421052631578947,CHKVLF,2021-10,2469.2281096032502
133440,SD,21080533,260,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0717-00,KOMPRESOR AKSAMI,Non-A,400,5043.0,2017.2,USD,2021-10-08,2021-10-06,320,-1.6,CHKVLF,2021-10,1743.6252052899993
133441,SD,21080533,260,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0717-00,KOMPRESOR AKSAMI,Non-A,400,5043.0,2017.2,USD,2021-10-08,2021-10-15,80,1.4000000000000001,CHKVLF,2021-10,1743.6252052899993
133442,SD,21080533,280,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0643-00,ÇEK VALF,Non-A,700,3331.0,2331.7,USD,2021-10-08,2021-10-15,700,7.0,CHKVLF,2021-10,2015.4723830927478
133444,SD,21080533,320,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,CEK.VALF,Non-A,550,3007.0,1653.85,USD,2021-10-08,2021-10-06,550,-2.0,CHKVLF,2021-10,1429.5531160860921
133540,SD,21080538,60,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-09-24,2021-09-24,50,0.0,CHKVLF,2021-09,191.5
133541,SD,21080538,70,UK,IFS Global Logistics Ltd,510-0728-01,VALF AKSAMI,Non-A,300,809.0,242.7,EUR,2021-09-24,2021-09-24,300,0.0,CHKVLF,2021-09,242.7
133568,SD,21080552,10,UK,Copeland Limited,510-0981-00,ÇELİK RONDELA,Non-A,210,3780.0,793.8,EUR,2021-08-27,2021-08-27,100,0.0,CHKVLF,2021-08,793.8
133569,SD,21080552,10,UK,Copeland Limited,510-0981-00,ÇELİK RONDELA,Non-A,210,3780.0,793.8,EUR,2021-08-27,2021-08-27,110,0.0,CHKVLF,2021-08,793.8
133725,SD,21080569,70,UK,IFS Global Logistics Ltd,510-0419-00,ÇEK VALF,Non-A,200,3063.0,612.6,EUR,2021-10-08,2021-10-08,200,0.0,CHKVLF,2021-10,612.6
133726,SD,21080569,80,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-10-08,2021-10-08,300,0.0,CHKVLF,2021-10,191.4
133727,SD,21080569,90,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-10-08,2021-10-08,300,0.0,CHKVLF,2021-10,191.4
133728,SD,21080569,100,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-10-08,2021-10-08,300,0.0,CHKVLF,2021-10,191.4
133729,SD,21080569,110,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-10-08,2021-10-08,300,0.0,CHKVLF,2021-10,191.4
133730,SD,21080569,120,UK,IFS Global Logistics Ltd,510-0724-00,ÇELİK RONDELA,Non-A,300,936.0,280.8,EUR,2021-10-08,2021-10-08,300,0.0,CHKVLF,2021-10,280.8
133734,SD,21080572,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-24,2021-09-24,30,0.0,CHKVLF,2021-09,73.5
133735,SD,21080572,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-09-24,2021-09-24,30,0.0,CHKVLF,2021-09,73.5
133895,SD,21080605,20,UK,Copeland Limited,510-0643-00,ÇEK VALF,Non-A,600,2046.0,1227.6,EUR,2021-09-07,2021-09-10,200,3.0,CHKVLF,2021-09,1227.6
133896,SD,21080605,40,UK,Copeland Limited,510-0644-00,ÇEK VALF,Non-A,600,1987.0,1192.2,EUR,2021-09-07,2021-09-07,200,0.0,CHKVLF,2021-09,1192.2
133897,SD,21080606,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,450,3235.0,1455.75,USD,2021-09-24,2021-09-24,100,0.0,CHKVLF,2021-09,1242.2134994453452
133898,SD,21080606,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,450,3235.0,1455.75,USD,2021-09-24,2021-09-24,150,0.0,CHKVLF,2021-09,1242.2134994453452
133899,SD,21080606,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,450,3235.0,1455.75,USD,2021-09-24,2021-09-24,200,0.0,CHKVLF,2021-09,1242.2134994453452
133915,SD,21080618,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,400,3235.0,1294.0,USD,2021-08-31,2021-09-03,200,3.0,CHKVLF,2021-08,1093.4595234071319
133916,SD,21080619,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,400,3235.0,1294.0,USD,2021-08-31,2021-09-03,200,3.0,CHKVLF,2021-08,1093.4595234071319
134075,SD,21080662,190,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-10-01,2021-10-15,40,14.0,CHKVLF,2021-10,151.48
134076,SD,21080662,200,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-10-01,2021-10-15,40,14.0,CHKVLF,2021-10,151.48
134077,SD,21080662,210,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-10-01,2021-10-15,40,14.0,CHKVLF,2021-10,151.48
134078,SD,21080662,220,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-10-01,2021-10-15,40,14.0,CHKVLF,2021-10,151.48
134092,SD,21080664,110,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-10-08,2021-11-26,200,49.0,CHKVLF,2021-10,527.6
134093,SD,21080664,120,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-10-08,2021-11-26,200,49.0,CHKVLF,2021-10,527.6
134094,SD,21080664,130,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-10-08,2021-11-26,200,49.0,CHKVLF,2021-10,527.6
134095,SD,21080664,140,UK,IFS Global Logistics Ltd,510-0643-00,ÇEK VALF,Non-A,200,2046.0,409.2,EUR,2021-10-08,2021-11-12,200,35.0,CHKVLF,2021-10,409.2
